State,City,Overall Percentile Rank,,Address,36.5677206,139.9033588
Minnesota,Perham,0,,"Perham, Minnesota",0,0
Ohio,Hartville,0,,"Hartville, Ohio",0,0
Minnesota,Lamberton,0,,"Lamberton, Minnesota",0,0
Georgia,Buchanan,76,,"Buchanan, Georgia",0,0
Michigan,Mayville,0,,"Mayville, Michigan",0,0
Washington,Electric City,0,,"Electric City, Washington",0,0
Kansas,Girard,0,,"Girard, Kansas",0,0
New Jersey,Bernardsville,0,,"Bernardsville, New Jersey",0,0
Minnesota,Aitkin,0,,"Aitkin, Minnesota",0,0
Ohio,Avon Lake,0,,"Avon Lake, Ohio",0,0
Mississippi,Ellisville,0,,"Ellisville, Mississippi",0,0
Iowa,Greenfield,0,,"Greenfield, Iowa",0,0
Pennsylvania,Liverpool,0,,"Liverpool, Pennsylvania",0,0
Tennessee,Monteagle,0,,"Monteagle, Tennessee",0,0
Texas,Shiner,0,,"Shiner, Texas",0,0
Arkansas,Farmington,0,,"Farmington, Arkansas",0,0
Iowa,Ventura,0,,"Ventura, Iowa",0,0
Michigan,Cassopolis,0,,"Cassopolis, Michigan",0,0
Pennsylvania,Polk,0,,"Polk, Pennsylvania",0,0
Tennessee,Kimball,82,,"Kimball, Tennessee",0,0
Washington,Springdale,0,,"Springdale, Washington",0,0
Kansas,Oswego,0,,"Oswego, Kansas",0,0
New Mexico,Grady,0,,"Grady, New Mexico",0,0
Tennessee,Kimball,82,,"Kimball, Tennessee",0,0
California,East Palo Alto,0,,"East Palo Alto, California",0,0
Pennsylvania,Churchill,0,,"Churchill, Pennsylvania",0,0
Pennsylvania,Newtown,0,,"Newtown, Pennsylvania",0,0
Indiana,Knox,0,,"Knox, Indiana",0,0
Wisconsin,Belgium,90,,"Belgium, Wisconsin",0,0
Colorado,Hudson,0,,"Hudson, Colorado",0,0
Michigan,Concord,0,,"Concord, Michigan",0,0
Colorado,Hayden,0,,"Hayden, Colorado",0,0
Pennsylvania,Williamsburg,0,,"Williamsburg, Pennsylvania",0,0
Louisiana,Elton,0,,"Elton, Louisiana",0,0
Tennessee,Forest Hills,86,,"Forest Hills, Tennessee",0,0
North Dakota,Casselton,0,,"Casselton, North Dakota",0,0
California,Tiburon,23,,"Tiburon, California",0,0
Kansas,Osage,0,,"Osage, Kansas",0,0
Florida,Mary Esther,0,,"Mary Esther, Florida",0,0
Colorado,Antonito,0,,"Antonito, Colorado",0,0
Illinois,Avon,0,,"Avon, Illinois",0,0
Alabama,Gurley,0,,"Gurley, Alabama",0,0
Iowa,Osage,0,,"Osage, Iowa",0,0
Alaska,Houston,0,,"Houston, Alaska",0,0
Texas,Athens,18,,"Athens, Texas",0,0
Illinois,Nauvoo,0,,"Nauvoo, Illinois",0,0
Alaska,Unalaska,0,,"Unalaska, Alaska",0,0
New Jersey,Glassboro,0,,"Glassboro, New Jersey",0,0
Michigan,Newaygo,0,,"Newaygo, Michigan",0,0
Arkansas,Guy,0,,"Guy, Arkansas",0,0
Florida,Chattahoochee,0,,"Chattahoochee, Florida",0,0
Pennsylvania,Schwenksville,0,,"Schwenksville, Pennsylvania",0,0
New Jersey,Runnemede,0,,"Runnemede, New Jersey",0,0
California,Chowchilla,0,,"Chowchilla, California",0,0
New Jersey,Camden,0,,"Camden, New Jersey",0,0
Kansas,Stockton,0,,"Stockton, Kansas",0,0
Iowa,Keokuk,0,,"Keokuk, Iowa",0,0
Louisiana,Mooringsport,0,,"Mooringsport, Louisiana",0,0
New York,Malverne,0,,"Malverne, New York",0,0
New York,East Hampton,0,,"East Hampton, New York",0,0
New Mexico,Tatum,0,,"Tatum, New Mexico",0,0
Pennsylvania,Leechburg,0,,"Leechburg, Pennsylvania",0,0
Texas,Whitewright,0,,"Whitewright, Texas",0,0
Washington,Davenport,0,,"Davenport, Washington",0,0
Louisiana,Rosedale,0,,"Rosedale, Louisiana",0,0
Pennsylvania,Flemington,0,,"Flemington, Pennsylvania",0,0
Ohio,Orwell,0,,"Orwell, Ohio",0,0
Mississippi,Winona,0,,"Winona, Mississippi",0,0
Tennessee,Bruceton,0,,"Bruceton, Tennessee",0,0
Nebraska,Arlington,0,,"Arlington, Nebraska",0,0
Kansas,Garnett,0,,"Garnett, Kansas",0,0
Kentucky,Middletown,0,,"Middletown, Kentucky",0,0
Ohio,The Village Of Indian Hill,0,,"The Village Of Indian Hill, Ohio",0,0
Pennsylvania,Hallam,0,,"Hallam, Pennsylvania",0,0
Pennsylvania,West Chester,0,,"West Chester, Pennsylvania",0,0
Kentucky,Stanford,0,,"Stanford, Kentucky",0,0
Colorado,Basalt,0,,"Basalt, Colorado",0,0
Tennessee,Eastview,0,,"Eastview, Tennessee",0,0
Pennsylvania,Bradford,0,,"Bradford, Pennsylvania",0,0
Ohio,Lebanon,0,,"Lebanon, Ohio",0,0
New Jersey,Helmetta,0,,"Helmetta, New Jersey",0,0
Oklahoma,North Enid,0,,"North Enid, Oklahoma",0,0
Mississippi,New Albany,0,,"New Albany, Mississippi",0,0
Iowa,Hudson,0,,"Hudson, Iowa",0,0
New York,Highland Falls,0,,"Highland Falls, New York",0,0
Kansas,Garnett,0,,"Garnett, Kansas",0,0
Indiana,Chesterton,0,,"Chesterton, Indiana",0,0
Georgia,Oxford,62,,"Oxford, Georgia",0,0
Colorado,La Jara,0,,"La Jara, Colorado",0,0
Ohio,Lynchburg,0,,"Lynchburg, Ohio",0,0
Tennessee,Sharon,0,,"Sharon, Tennessee",0,0
Ohio,Marshallville,0,,"Marshallville, Ohio",0,0
Florida,Keystone Heights,0,,"Keystone Heights, Florida",0,0
Ohio,Sidney,0,,"Sidney, Ohio",0,0
Ohio,Frankfort,0,,"Frankfort, Ohio",0,0
Arkansas,Altus,0,,"Altus, Arkansas",0,0
Iowa,Perry,0,,"Perry, Iowa",0,0
Michigan,Bellevue,0,,"Bellevue, Michigan",0,0
Pennsylvania,New Eagle,0,,"New Eagle, Pennsylvania",0,0
Pennsylvania,Glen Rock,0,,"Glen Rock, Pennsylvania",0,0
Indiana,Morgantown,0,,"Morgantown, Indiana",0,0
Tennessee,Bethel Springs,0,,"Bethel Springs, Tennessee",0,0
New York,Palmyra,0,,"Palmyra, New York",0,0
Montana,Libby,0,,"Libby, Montana",0,0
Illinois,Phoenix,0,,"Phoenix, Illinois",0,0
Georgia,Homerville,0,,"Homerville, Georgia",0,0
Minnesota,Montevideo,0,,"Montevideo, Minnesota",0,0
Delaware,New Castle,0,,"New Castle, Delaware",0,0
Pennsylvania,Cressona,0,,"Cressona, Pennsylvania",0,0
Georgia,Jesup,45,,"Jesup, Georgia",0,0
Iowa,Hamburg,0,,"Hamburg, Iowa",0,0
Kansas,Eastborough,0,,"Eastborough, Kansas",0,0
Minnesota,Twin Valley,0,,"Twin Valley, Minnesota",0,0
New Jersey,South River,0,,"South River, New Jersey",0,0
New Jersey,Hillsdale,0,,"Hillsdale, New Jersey",0,0
North Carolina,North Topsail Beach,99,,"North Topsail Beach, North Carolina",0,0
New Jersey,Stratford,0,,"Stratford, New Jersey",0,0
Vermont,Newport,0,,"Newport, Vermont",0,0
Louisiana,White Castle,0,,"White Castle, Louisiana",0,0
Oklahoma,Muskogee,0,,"Muskogee, Oklahoma",0,0
New York,Lake Placid,0,,"Lake Placid, New York",0,0
California,Ceres,0,,"Ceres, California",0,0
Ohio,Wickliffe,0,,"Wickliffe, Ohio",0,0
Illinois,Goreville,0,,"Goreville, Illinois",0,0
Michigan,Memphis,0,,"Memphis, Michigan",0,0
Illinois,Dongola,0,,"Dongola, Illinois",0,0
New York,Sea Cliff,0,,"Sea Cliff, New York",0,0
Arkansas,Dewitt,0,,"Dewitt, Arkansas",0,0
Tennessee,Englewood,0,,"Englewood, Tennessee",0,0
Colorado,Dillon,0,,"Dillon, Colorado",0,0
Ohio,West Unity,0,,"West Unity, Ohio",0,0
Pennsylvania,Perkasie,0,,"Perkasie, Pennsylvania",0,0
Indiana,Spencer,0,,"Spencer, Indiana",0,0
Arkansas,Rockport,0,,"Rockport, Arkansas",0,0
Indiana,Madison,0,,"Madison, Indiana",0,0
Michigan,Quincy,0,,"Quincy, Michigan",0,0
New York,Watertown,0,,"Watertown, New York",0,0
California,Yucaipa,74,,"Yucaipa, California",0,0
Colorado,Delta,0,,"Delta, Colorado",0,0
Kansas,Kinsley,0,,"Kinsley, Kansas",0,0
Mississippi,Moss Point,0,,"Moss Point, Mississippi",0,0
Iowa,Adair,0,,"Adair, Iowa",0,0
California,Larkspur,0,,"Larkspur, California",0,0
Pennsylvania,Hallstead,0,,"Hallstead, Pennsylvania",0,0
Tennessee,Greenback,0,,"Greenback, Tennessee",0,0
Mississippi,Beaumont,0,,"Beaumont, Mississippi",0,0
Oklahoma,Devol,0,,"Devol, Oklahoma",0,0
South Dakota,Howard,0,,"Howard, South Dakota",0,0
Indiana,Sunman,0,,"Sunman, Indiana",0,0
Nebraska,Wymore,0,,"Wymore, Nebraska",0,0
Illinois,Grandview,0,,"Grandview, Illinois",0,0
Pennsylvania,Ohioville,0,,"Ohioville, Pennsylvania",0,0
Tennessee,Tennessee Ridge,0,,"Tennessee Ridge, Tennessee",0,0
Minnesota,Spring Grove,0,,"Spring Grove, Minnesota",0,0
South Carolina,Sullivan'S Island,0,,"Sullivan'S Island, South Carolina",0,0
New Jersey,Shrewsbury,0,,"Shrewsbury, New Jersey",0,0
Georgia,Arlington,0,,"Arlington, Georgia",0,0
New Jersey,Wildwood Crest,0,,"Wildwood Crest, New Jersey",0,0
Louisiana,Oil City,0,,"Oil City, Louisiana",0,0
Pennsylvania,Marysville,0,,"Marysville, Pennsylvania",0,0
Colorado,Dacono,0,,"Dacono, Colorado",0,0
Minnesota,Ortonville,0,,"Ortonville, Minnesota",0,0
Minnesota,Greenbush,0,,"Greenbush, Minnesota",0,0
New Jersey,Passaic,0,,"Passaic, New Jersey",0,0
Pennsylvania,Mahanoy City,0,,"Mahanoy City, Pennsylvania",0,0
Illinois,Rosiclare,0,,"Rosiclare, Illinois",0,0
Ohio,Brewster,0,,"Brewster, Ohio",0,0
Oregon,Lakeside,0,,"Lakeside, Oregon",0,0
Ohio,Georgetown,0,,"Georgetown, Ohio",0,0
Texas,Hidalgo,0,,"Hidalgo, Texas",0,0
Iowa,Grand Junction,0,,"Grand Junction, Iowa",0,0
Pennsylvania,New Cumberland,0,,"New Cumberland, Pennsylvania",0,0
Iowa,Adel,0,,"Adel, Iowa",0,0
New Jersey,Norwood,0,,"Norwood, New Jersey",0,0
Oregon,Canyonville,0,,"Canyonville, Oregon",0,0
Vermont,Newport,0,,"Newport, Vermont",0,0
New York,Pawling,0,,"Pawling, New York",0,0
Nebraska,Scribner,0,,"Scribner, Nebraska",0,0
New York,Corning,0,,"Corning, New York",0,0
South Carolina,Williamston,0,,"Williamston, South Carolina",0,0
Oklahoma,Earlsboro,0,,"Earlsboro, Oklahoma",0,0
New Jersey,Beachwood,0,,"Beachwood, New Jersey",0,0
Tennessee,St Joseph,0,,"St Joseph, Tennessee",0,0
Iowa,Lisbon,0,,"Lisbon, Iowa",0,0
New Mexico,Corona,0,,"Corona, New Mexico",0,0
Arkansas,Russellville,0,,"Russellville, Arkansas",0,0
Ohio,Martins Ferry,0,,"Martins Ferry, Ohio",0,0
Colorado,Paonia,0,,"Paonia, Colorado",0,0
Texas,Stanton,0,,"Stanton, Texas",0,0
West Virginia,Bolivar,0,,"Bolivar, West Virginia",0,0
Arkansas,El Dorado,0,,"El Dorado, Arkansas",0,0
Ohio,New Franklin,0,,"New Franklin, Ohio",0,0
Colorado,Denver,0,,"Denver, Colorado",0,0
Tennessee,Loretto,0,,"Loretto, Tennessee",0,0
Iowa,Ogden,0,,"Ogden, Iowa",0,0
Michigan,Schoolcraft,0,,"Schoolcraft, Michigan",0,0
New York,Old Field,0,,"Old Field, New York",0,0
Kansas,Abilene,0,,"Abilene, Kansas",0,0
Indiana,Ladoga,0,,"Ladoga, Indiana",0,0
Mississippi,Port Gibson,0,,"Port Gibson, Mississippi",0,0
Pennsylvania,Midway,0,,"Midway, Pennsylvania",0,0
Oklahoma,Davenport,0,,"Davenport, Oklahoma",0,0
New York,Spencerport,0,,"Spencerport, New York",0,0
Pennsylvania,Churchill,0,,"Churchill, Pennsylvania",0,0
Wisconsin,Waterford,0,,"Waterford, Wisconsin",0,0
Ohio,Hilliard,0,,"Hilliard, Ohio",0,0
Iowa,Altoona,0,,"Altoona, Iowa",0,0
Oregon,Dunes,91,,"Dunes, Oregon",0,0
Wisconsin,Monticello,0,,"Monticello, Wisconsin",0,0
Pennsylvania,Dublin,0,,"Dublin, Pennsylvania",0,0
Tennessee,Rockford,0,,"Rockford, Tennessee",0,0
Pennsylvania,York Springs,0,,"York Springs, Pennsylvania",0,0
Oklahoma,Tupelo,0,,"Tupelo, Oklahoma",0,0
Tennessee,Rockford,0,,"Rockford, Tennessee",0,0
Iowa,Denison,0,,"Denison, Iowa",0,0
New York,Fulton,0,,"Fulton, New York",0,0
Illinois,Newman,84,,"Newman, Illinois",0,0
New York,Haverstraw,0,,"Haverstraw, New York",0,0
New York,Elmira,0,,"Elmira, New York",0,0
Mississippi,Taylorsville,0,,"Taylorsville, Mississippi",0,0
Minnesota,Morristown,50,,"Morristown, Minnesota",0,0
Pennsylvania,Warren,0,,"Warren, Pennsylvania",0,0
Oklahoma,Wynnewood,0,,"Wynnewood, Oklahoma",0,0
Pennsylvania,Mont Alto,0,,"Mont Alto, Pennsylvania",0,0
Colorado,Denver,0,,"Denver, Colorado",0,0
West Virginia,Star City,0,,"Star City, West Virginia",0,0
Nebraska,Ainsworth,0,,"Ainsworth, Nebraska",0,0
Virginia,Ashland,32,,"Ashland, Virginia",0,0
New York,Newark,0,,"Newark, New York",0,0
Illinois,Malta,73,,"Malta, Illinois",0,0
Tennessee,Louisville,0,,"Louisville, Tennessee",0,0
Pennsylvania,Mansfield,0,,"Mansfield, Pennsylvania",0,0
Georgia,Norman Park,66,,"Norman Park, Georgia",0,0
Pennsylvania,Lilly,0,,"Lilly, Pennsylvania",0,0
California,Brisbane,0,,"Brisbane, California",0,0
California,Galt,0,,"Galt, California",0,0
Iowa,Washington,0,,"Washington, Iowa",0,0
Pennsylvania,Delmont,0,,"Delmont, Pennsylvania",0,0
Wisconsin,Redgranite,0,,"Redgranite, Wisconsin",0,0
Florida,Cottondale,0,,"Cottondale, Florida",0,0
Tennessee,Friendsville,0,,"Friendsville, Tennessee",0,0
Kansas,Enterprise,0,,"Enterprise, Kansas",0,0
Indiana,Mooresville,0,,"Mooresville, Indiana",0,0
Maryland,Havre De Grace,0,,"Havre De Grace, Maryland",0,0
Ohio,Beverly,0,,"Beverly, Ohio",0,0
Ohio,Wapakoneta,0,,"Wapakoneta, Ohio",0,0
Pennsylvania,Belle Vernon,0,,"Belle Vernon, Pennsylvania",0,0
Iowa,West Burlington,0,,"West Burlington, Iowa",0,0
Nebraska,Wood River,0,,"Wood River, Nebraska",0,0
North Carolina,Elizabeth City,0,,"Elizabeth City, North Carolina",0,0
Louisiana,Washington,0,,"Washington, Louisiana",0,0
New York,Kings Point,0,,"Kings Point, New York",0,0
Pennsylvania,Beech Creek,0,,"Beech Creek, Pennsylvania",0,0
Louisiana,Killian,0,,"Killian, Louisiana",0,0
Washington,Moxee,0,,"Moxee, Washington",0,0
West Virginia,Bolivar,0,,"Bolivar, West Virginia",0,0
Minnesota,Little Falls,0,,"Little Falls, Minnesota",0,0
Iowa,Cascade,70,,"Cascade, Iowa",0,0
Nebraska,Scottsbluff,0,,"Scottsbluff, Nebraska",0,0
Pennsylvania,Butler,0,,"Butler, Pennsylvania",0,0
Missouri,Concordia,0,,"Concordia, Missouri",0,0
Ohio,Arlington Heights,0,,"Arlington Heights, Ohio",0,0
Tennessee,Tiptonville,0,,"Tiptonville, Tennessee",0,0
Kansas,Herington,0,,"Herington, Kansas",0,0
Ohio,Oxford,0,,"Oxford, Ohio",0,0
Delaware,Camden,0,,"Camden, Delaware",0,0
Iowa,Adel,0,,"Adel, Iowa",0,0
New Jersey,Woodcliff Lake,0,,"Woodcliff Lake, New Jersey",0,0
Indiana,Beech Grove,0,,"Beech Grove, Indiana",0,0
Pennsylvania,Crafton,0,,"Crafton, Pennsylvania",0,0
Oklahoma,Wellston,0,,"Wellston, Oklahoma",0,0
South Dakota,Britton,0,,"Britton, South Dakota",0,0
Kansas,South Hutchinson,0,,"South Hutchinson, Kansas",0,0
Oklahoma,Hartshorne,0,,"Hartshorne, Oklahoma",0,0
Tennessee,Farragut,0,,"Farragut, Tennessee",0,0
Indiana,Remington,0,,"Remington, Indiana",0,0
Ohio,Cadiz,0,,"Cadiz, Ohio",0,0
Louisiana,Springhill,0,,"Springhill, Louisiana",0,0
Missouri,Iberia,0,,"Iberia, Missouri",0,0
New Jersey,North Caldwell,0,,"North Caldwell, New Jersey",0,0
Minnesota,Tyler,0,,"Tyler, Minnesota",0,0
Mississippi,Baldwyn,0,,"Baldwyn, Mississippi",0,0
Tennessee,Farragut,0,,"Farragut, Tennessee",0,0
Oklahoma,Piedmont,0,,"Piedmont, Oklahoma",0,0
South Dakota,Parkston,0,,"Parkston, South Dakota",0,0
Illinois,Piper City,0,,"Piper City, Illinois",0,0
Michigan,Union City,0,,"Union City, Michigan",0,0
Oklahoma,East Duke,0,,"East Duke, Oklahoma",0,0
Illinois,Forrest,0,,"Forrest, Illinois",0,0
Missouri,Rock Port,0,,"Rock Port, Missouri",0,0
Nebraska,Chappell,0,,"Chappell, Nebraska",0,0
Kansas,Solomon,0,,"Solomon, Kansas",0,0
Ohio,Elyria,0,,"Elyria, Ohio",0,0
Georgia,Cuthbert,75,,"Cuthbert, Georgia",0,0
Nebraska,La Vista,0,,"La Vista, Nebraska",0,0
Kansas,Osage,36,,"Osage, Kansas",0,0
California,Martinez,0,,"Martinez, California",0,0
Iowa,Sheffield,0,,"Sheffield, Iowa",0,0
Nebraska,Fullerton,0,,"Fullerton, Nebraska",0,0
Utah,Mendon,0,,"Mendon, Utah",0,0
Colorado,Burlington,0,,"Burlington, Colorado",0,0
California,Los Altos,0,,"Los Altos, California",0,0
Minnesota,Delano,0,,"Delano, Minnesota",0,0
Oklahoma,Soper,70,,"Soper, Oklahoma",0,0
Oregon,Yoncalla,0,,"Yoncalla, Oregon",0,0
Ohio,St Bernard,0,,"St Bernard, Ohio",0,0
Ohio,South Point,0,,"South Point, Ohio",0,0
New York,East Williston,0,,"East Williston, New York",0,0
New Jersey,Mount Ephraim,0,,"Mount Ephraim, New Jersey",0,0
Pennsylvania,Slippery Rock,0,,"Slippery Rock, Pennsylvania",0,0
Tennessee,Monteagle,0,,"Monteagle, Tennessee",0,0
Kansas,Augusta,0,,"Augusta, Kansas",0,0
North Carolina,Lake Lure,64,,"Lake Lure, North Carolina",0,0
New York,Massena,0,,"Massena, New York",0,0
Alaska,Homer,0,,"Homer, Alaska",0,0
Oklahoma,Catoosa,57,,"Catoosa, Oklahoma",0,0
Mississippi,Durant,0,,"Durant, Mississippi",0,0
Pennsylvania,Bellwood,0,,"Bellwood, Pennsylvania",0,0
Ohio,Shadyside,0,,"Shadyside, Ohio",0,0
Colorado,Calhan,0,,"Calhan, Colorado",0,0
Colorado,Alamosa,0,,"Alamosa, Colorado",0,0
Kansas,Wyandotte County And Kansas City,0,,"Wyandotte County And Kansas City, Kansas",0,0
Tennessee,Crump,0,,"Crump, Tennessee",0,0
New York,Skaneateles,0,,"Skaneateles, New York",0,0
Illinois,Wataga,0,,"Wataga, Illinois",0,0
Iowa,Knoxville,0,,"Knoxville, Iowa",0,0
Kansas,Highland,0,,"Highland, Kansas",0,0
Iowa,Jefferson,0,,"Jefferson, Iowa",0,0
California,Tiburon,23,,"Tiburon, California",0,0
Georgia,Berkeley Lake,0,,"Berkeley Lake, Georgia",0,0
California,Loomis,62,,"Loomis, California",0,0
Tennessee,Harrogate,0,,"Harrogate, Tennessee",0,0
Florida,Lake Clarke Shores,0,,"Lake Clarke Shores, Florida",0,0
New York,Harriman,0,,"Harriman, New York",0,0
Washington,Covington,0,,"Covington, Washington",0,0
Colorado,Walsenburg,0,,"Walsenburg, Colorado",0,0
Kansas,Hugoton,0,,"Hugoton, Kansas",0,0
Pennsylvania,Clymer,0,,"Clymer, Pennsylvania",0,0
Pennsylvania,Marcus Hook,0,,"Marcus Hook, Pennsylvania",0,0
Pennsylvania,Dickson City,0,,"Dickson City, Pennsylvania",0,0
Oklahoma,Kingston,0,,"Kingston, Oklahoma",0,0
Delaware,Greenwood,0,,"Greenwood, Delaware",0,0
California,Danville,0,,"Danville, California",0,0
Pennsylvania,Beavertown,0,,"Beavertown, Pennsylvania",0,0
Kentucky,Stanford,0,,"Stanford, Kentucky",0,0
Indiana,Highland,0,,"Highland, Indiana",0,0
Florida,Lawtey,0,,"Lawtey, Florida",0,0
Georgia,Statham,0,,"Statham, Georgia",0,0
Delaware,Blades,0,,"Blades, Delaware",0,0
Nebraska,Aurora,0,,"Aurora, Nebraska",0,0
Michigan,Stevensville,0,,"Stevensville, Michigan",0,0
Alaska,Kwethluk,0,,"Kwethluk, Alaska",0,0
West Virginia,Shinnston,0,,"Shinnston, West Virginia",0,0
Colorado,Basalt,0,,"Basalt, Colorado",0,0
Indiana,Kentland,0,,"Kentland, Indiana",0,0
New York,Brewster,0,,"Brewster, New York",0,0
Ohio,Chillicothe,0,,"Chillicothe, Ohio",0,0
Texas,Timpson,0,,"Timpson, Texas",0,0
Colorado,Basalt,0,,"Basalt, Colorado",0,0
Ohio,Mayfield Heights,0,,"Mayfield Heights, Ohio",0,0
West Virginia,Alderson,0,,"Alderson, West Virginia",0,0
Idaho,Parma,0,,"Parma, Idaho",0,0
Kansas,Mulvane,0,,"Mulvane, Kansas",0,0
California,Compton,0,,"Compton, California",0,0
Pennsylvania,North Wales,0,,"North Wales, Pennsylvania",0,0
Iowa,Shellsburg,0,,"Shellsburg, Iowa",0,0
Oklahoma,Perkins,0,,"Perkins, Oklahoma",0,0
Minnesota,Madison,0,,"Madison, Minnesota",0,0
California,Fortuna,0,,"Fortuna, California",0,0
Nebraska,Wood River,0,,"Wood River, Nebraska",0,0
Illinois,Grandview,0,,"Grandview, Illinois",0,0
Colorado,Eagle,0,,"Eagle, Colorado",0,0
New Mexico,Pecos,0,,"Pecos, New Mexico",0,0
Kansas,Rose Hill,0,,"Rose Hill, Kansas",0,0
Kansas,Scranton,0,,"Scranton, Kansas",0,0
Oklahoma,Hardesty,0,,"Hardesty, Oklahoma",0,0
Alaska,Houston,0,,"Houston, Alaska",0,0
Ohio,Columbiana,0,,"Columbiana, Ohio",0,0
Utah,Beaver,0,,"Beaver, Utah",0,0
Louisiana,Delhi,0,,"Delhi, Louisiana",0,0
Washington,Sequim,0,,"Sequim, Washington",0,0
Washington,Fife,0,,"Fife, Washington",0,0
Oregon,Junction City,0,,"Junction City, Oregon",0,0
Nebraska,Dakota City,0,,"Dakota City, Nebraska",0,0
Pennsylvania,Exeter,0,,"Exeter, Pennsylvania",0,0
Colorado,Rangely,0,,"Rangely, Colorado",0,0
Mississippi,Crowder,0,,"Crowder, Mississippi",0,0
Washington,Stevenson,0,,"Stevenson, Washington",0,0
Minnesota,Canby,0,,"Canby, Minnesota",0,0
Georgia,Dunwoody,0,,"Dunwoody, Georgia",0,0
Iowa,Arnolds Park,0,,"Arnolds Park, Iowa",0,0
New York,Solvay,0,,"Solvay, New York",0,0
Texas,Arcola,0,,"Arcola, Texas",0,0
Iowa,Wellsburg,0,,"Wellsburg, Iowa",0,0
Illinois,Henry,0,,"Henry, Illinois",0,0
Michigan,Baroda,0,,"Baroda, Michigan",0,0
Illinois,Harvey,0,,"Harvey, Illinois",0,0
Iowa,Montezuma,0,,"Montezuma, Iowa",0,0
Oklahoma,Eldorado,0,,"Eldorado, Oklahoma",0,0
Oklahoma,Oakland,0,,"Oakland, Oklahoma",0,0
Iowa,Postville,0,,"Postville, Iowa",0,0
Colorado,Frisco,0,,"Frisco, Colorado",0,0
Utah,Woodland Hills,0,,"Woodland Hills, Utah",0,0
Ohio,Ashland,0,,"Ashland, Ohio",0,0
Ohio,Lagrange,0,,"Lagrange, Ohio",0,0
Oklahoma,Atoka,0,,"Atoka, Oklahoma",0,0
Illinois,Jerseyville,0,,"Jerseyville, Illinois",0,0
New Jersey,Lodi,0,,"Lodi, New Jersey",0,0
Ohio,New Boston,0,,"New Boston, Ohio",0,0
New Mexico,Jal,0,,"Jal, New Mexico",0,0
Minnesota,Cold Spring,0,,"Cold Spring, Minnesota",0,0
Pennsylvania,Mountville,0,,"Mountville, Pennsylvania",0,0
Colorado,Alamosa,0,,"Alamosa, Colorado",0,0
Iowa,Jesup,0,,"Jesup, Iowa",0,0
Nebraska,Osceola,0,,"Osceola, Nebraska",0,0
Pennsylvania,Lansford,0,,"Lansford, Pennsylvania",0,0
Pennsylvania,Bowmanstown,0,,"Bowmanstown, Pennsylvania",0,0
Ohio,Newcomerstown,0,,"Newcomerstown, Ohio",0,0
Vermont,Hyde Park,0,,"Hyde Park, Vermont",0,0
Louisiana,Krotz Springs,0,,"Krotz Springs, Louisiana",0,0
Kansas,Chetopa,0,,"Chetopa, Kansas",0,0
Tennessee,Cowan,0,,"Cowan, Tennessee",0,0
New Mexico,Belen,0,,"Belen, New Mexico",0,0
Texas,Taft,0,,"Taft, Texas",0,0
Iowa,Sully,0,,"Sully, Iowa",0,0
Florida,West Park,80,,"West Park, Florida",0,0
Iowa,University Heights,0,,"University Heights, Iowa",0,0
Mississippi,Ridgeland,0,,"Ridgeland, Mississippi",0,0
Washington,Lynden,0,,"Lynden, Washington",0,0
Pennsylvania,Windsor,0,,"Windsor, Pennsylvania",0,0
Missouri,Battlefield,0,,"Battlefield, Missouri",0,0
Washington,Sunnyside,95,,"Sunnyside, Washington",0,0
Louisiana,Varnado,0,,"Varnado, Louisiana",0,0
Alaska,Klawock,0,,"Klawock, Alaska",0,0
Iowa,Hinton,53,,"Hinton, Iowa",0,0
Oklahoma,Carney,0,,"Carney, Oklahoma",0,0
California,Atwater,0,,"Atwater, California",0,0
Montana,Bozeman,0,,"Bozeman, Montana",0,0
Mississippi,Belzoni,0,,"Belzoni, Mississippi",0,0
Oregon,Falls City,0,,"Falls City, Oregon",0,0
Tennessee,Bulls Gap,0,,"Bulls Gap, Tennessee",0,0
Pennsylvania,Pittston,0,,"Pittston, Pennsylvania",0,0
New Mexico,Cloudcroft,0,,"Cloudcroft, New Mexico",0,0
Tennessee,Gleason,0,,"Gleason, Tennessee",0,0
Washington,Ritzville,0,,"Ritzville, Washington",0,0
Idaho,Ketchum,0,,"Ketchum, Idaho",0,0
South Carolina,Williamston,0,,"Williamston, South Carolina",0,0
Washington,Connell,0,,"Connell, Washington",0,0
Indiana,Angola,51,,"Angola, Indiana",0,0
Georgia,Pearson,0,,"Pearson, Georgia",0,0
Minnesota,Hibbing,0,,"Hibbing, Minnesota",0,0
Illinois,Teutopolis,0,,"Teutopolis, Illinois",0,0
Colorado,Vail,0,,"Vail, Colorado",0,0
Minnesota,Bayport,0,,"Bayport, Minnesota",0,0
Kansas,Oakley,0,,"Oakley, Kansas",0,0
Oklahoma,Burlington,51,,"Burlington, Oklahoma",0,0
Minnesota,Renville,0,,"Renville, Minnesota",0,0
Ohio,West Carrollton City,0,,"West Carrollton City, Ohio",0,0
Florida,Cape Canaveral,0,,"Cape Canaveral, Florida",0,0
Arkansas,Pineville,0,,"Pineville, Arkansas",0,0
Pennsylvania,Verona,0,,"Verona, Pennsylvania",0,0
Oklahoma,Coweta,0,,"Coweta, Oklahoma",0,0
Pennsylvania,Mill Hall,0,,"Mill Hall, Pennsylvania",0,0
Iowa,Ossian,59,,"Ossian, Iowa",0,0
Louisiana,Vinton,0,,"Vinton, Louisiana",0,0
